batch_id,production_date,shift,line_id,machine_id,operator_id,parts_produced,defects_found,defect_type,mold_temp_c,pour_temp_c,moisture_pct,sand_ratio
B1884,17-01-2024,Day,L-2,M-02,OP-05,103,38,Cold Shut,199.8,1397,5.03,0.83
B1885,20-06-2024,Day,L-1,M-01,OP-14,118,25,Cold Shut,205.1,1405.6,2.31,0.87
B1886,20-04-2024,Day,L-3,M-03,OP-11,106,49,Shrinkage,211.6,1407,4.7,0.85
B1887,18-06-2024,Night,L-2,M-02,OP-11,104,43,Misrun,204.8,1411.8,5.02,0.8
B1888,03-01-2024,Day,L-1,M-01,OP-11,113,41,Shrinkage,222.9,1419.9,4.9,0.81
B1889,06-05-2024,Night,L-3,M-03,OP-14,103,53,Shrinkage,205,1419.1,4.82,0.81
B1890,23-03-2024,Night,L-1,M-01,OP-04,128,34,Cold Shut,199.4,1430.2,4.4,0.88
B1891,09-05-2024,Day,L-2,M-02,OP-04,98,21,Misrun,203.5,1430.1,3.4,0.83
B1892,21-01-2024,Day,L-2,M-02,OP-08,95,35,Misrun,209.8,1411.7,4.56,0.83
B1893,23-01-2024,Night,L-3,M-03,OP-14,127,66,Misrun,202.3,1448.1,4.85,0.81
B1894,31-01-2024,Night,L-2,M-02,OP-08,105,28,Blowhole,213.6,1415.6,3.53,0.86
B1895,15-04-2024,Night,L-1,M-01,OP-01,123,33,Blowhole,202.6,1420.9,4.13,0.86
B1896,10-05-2024,Night,L-1,M-01,OP-09,116,48,Shrinkage,207.3,1410.2,4.95,0.85
B1897,28-03-2024,Night,L-3,M-03,OP-06,88,45,Blowhole,217.5,1411.4,4.87,0.86
B1898,25-03-2024,Night,L-1,M-01,OP-09,92,24,Misrun,209.2,1397.9,3.56,0.89
B1899,25-04-2024,Night,L-3,M-03,OP-02,86,44,Blowhole,200.9,1431.9,4.73,0.83
B1900,01-01-2024,Day,L-3,M-03,OP-06,100,32,Cold Shut,213.1,1406.9,3.34,0.85
B1901,20-05-2024,Night,L-3,M-03,OP-09,102,37,Cold Shut,206.1,1384.9,3.95,0.84
B1902,12-01-2024,Day,L-3,M-03,OP-15,95,30,Shrinkage,194.9,1421.6,4.48,0.82
B1903,14-04-2024,Day,L-2,M-02,OP-02,112,24,Cold Shut,207.9,1402.1,4.26,0.87
B1904,18-02-2024,Day,L-3,M-03,OP-02,114,36,Misrun,208.9,1436.3,3.43,0.86
B1905,18-02-2024,Night,L-1,M-01,OP-12,112,47,Cold Shut,201.4,1396.2,4.59,0.8
B1906,12-01-2024,Night,L-1,M-01,OP-15,89,37,Blowhole,209.4,1428.3,5.15,0.86
B1907,17-06-2024,Night,L-2,M-02,OP-10,115,48,Shrinkage,214.6,1434.9,5.21,0.87
B1908,15-05-2024,Day,L-2,M-02,OP-12,113,24,Blowhole,199.2,1436.3,3.79,0.91
B1909,29-05-2024,Night,L-3,M-03,OP-08,94,34,Shrinkage,202.4,1411.9,4.5,0.82
B1910,02-02-2024,Day,L-3,M-03,OP-02,80,25,Misrun,203.9,1399.4,3.88,0.85
B1911,09-05-2024,Night,L-3,M-03,OP-15,114,59,Misrun,216.4,1427,5.46,0.8
B1912,11-03-2024,Day,L-2,M-02,OP-07,102,22,Cold Shut,211.5,1416.5,4,0.85
B1913,04-02-2024,Night,L-2,M-02,OP-03,122,51,Misrun,216.2,1415.1,4.82,0.9
B1914,28-06-2024,Night,L-3,M-03,OP-09,126,46,Cold Shut,208.5,1441,3.89,0.86
B1915,21-02-2024,Day,L-3,M-03,OP-04,109,34,Cold Shut,188,1414.5,3.66,0.89
B1916,21-06-2024,Night,L-3,M-03,OP-03,110,40,Shrinkage,204.6,1421.3,3.98,0.88
B1917,30-06-2024,Night,L-3,M-03,OP-02,100,37,Cold Shut,205.7,1387.5,4.01,0.87
B1918,29-05-2024,Night,L-3,M-03,OP-10,97,35,Misrun,208,1395.3,4.24,0.83
B1919,18-04-2024,Night,L-3,M-03,OP-13,81,29,Blowhole,209,1414.1,3.27,0.88
B1920,07-01-2024,Day,L-3,M-03,OP-07,117,54,Shrinkage,199.3,1400.5,5.14,0.85
B1921,21-02-2024,Day,L-1,M-01,OP-05,128,28,Shrinkage,205.2,1406.2,3.61,0.86
B1922,07-02-2024,Night,L-2,M-02,OP-14,110,46,Blowhole,192,1413,4.67,0.84
B1923,22-02-2024,Night,L-3,M-03,OP-13,129,47,Blowhole,192.9,1429,4.09,0.93
B1924,27-01-2024,Night,L-2,M-02,OP-10,89,37,Shrinkage,209.3,1415.3,4.83,0.89
B1925,01-03-2024,Night,L-3,M-03,OP-09,107,39,Cold Shut,212.4,1423.6,2.09,0.82
B1926,07-04-2024,Day,L-3,M-03,OP-07,85,39,Misrun,206,1439.6,4.68,0.89
B1927,21-05-2024,Night,L-3,M-03,OP-01,119,44,Blowhole,193,1397.4,4.06,0.85
B1928,21-02-2024,Night,L-3,M-03,OP-10,123,45,Misrun,218,1406.9,4.02,0.79
B1929,30-05-2024,Night,L-1,M-01,OP-09,102,42,Shrinkage,211.8,1433.5,4.57,0.86
B1930,16-03-2024,Day,L-3,M-03,OP-08,121,38,Shrinkage,228.6,1423.4,4.23,0.84
B1931,17-02-2024,Day,L-3,M-03,OP-03,96,30,Blowhole,209.2,1410.1,4.49,0.85
B1932,19-04-2024,Day,L-2,M-02,OP-05,103,22,Cold Shut,222.9,1444,4.31,0.83
B1933,29-05-2024,Day,L-1,M-01,OP-14,114,25,Cold Shut,224.4,1412.3,4.16,0.85
B1934,29-04-2024,Night,L-1,M-01,OP-12,124,33,Shrinkage,210.3,1425.5,3.79,0.8
B1935,23-03-2024,Day,L-1,M-01,OP-10,126,27,Blowhole,210.5,1410,3.99,0.81
B1936,05-05-2024,Night,L-3,M-03,OP-13,127,46,Cold Shut,220.6,1422.1,4.25,0.86
B1937,14-05-2024,Night,L-1,M-01,OP-04,110,29,Shrinkage,209.1,1436.4,3.61,0.82
B1938,09-05-2024,Day,L-3,M-03,OP-03,88,28,Misrun,202.5,1423.2,3.93,0.81
B1939,24-01-2024,Night,L-3,M-03,OP-06,83,30,Shrinkage,204.6,1428.8,3.86,0.83
B1940,25-03-2024,Night,L-1,M-01,OP-06,127,34,Cold Shut,196.4,1407.1,4.11,0.82
B1941,23-05-2024,Night,L-1,M-01,OP-14,91,24,Blowhole,225.2,1417.5,4.26,0.85
B1942,24-04-2024,Night,L-1,M-01,OP-04,94,25,Shrinkage,217.8,1415.7,4.4,0.82
B1943,07-04-2024,Night,L-1,M-01,OP-15,110,29,Blowhole,207.5,1430.6,3.95,0.85
B1944,18-05-2024,Night,L-2,M-02,OP-12,129,54,Cold Shut,215.1,1424.1,5.26,0.84
B1945,11-05-2024,Night,L-1,M-01,OP-13,93,25,Misrun,213.9,1434,3.97,0.84
B1946,16-03-2024,Day,L-2,M-02,OP-15,101,22,Shrinkage,218.1,1398.2,3.8,0.92
B1947,25-01-2024,Day,L-2,M-02,OP-03,83,18,Blowhole,219.1,1407.7,4.38,0.83
B1948,23-02-2024,Day,L-3,M-03,OP-11,111,35,Shrinkage,196.9,1425.6,3.52,0.8
B1949,27-01-2024,Night,L-3,M-03,OP-04,83,30,Misrun,191.8,1430.3,4.04,0.83
B1950,24-06-2024,Day,L-3,M-03,OP-03,127,40,Blowhole,225.3,1401.6,3.4,0.85
B1951,10-01-2024,Night,L-2,M-02,OP-02,83,22,Blowhole,216.5,1422.5,3.43,0.81
B1952,05-03-2024,Day,L-1,M-01,OP-09,81,17,Blowhole,222.2,1413.4,4.19,0.82
B1953,07-03-2024,Day,L-3,M-03,OP-07,105,33,Misrun,212.6,1412.5,3.43,0.86
B1954,20-04-2024,Night,L-2,M-02,OP-06,91,38,Blowhole,220.8,1431.4,4.85,0.9
B1955,16-05-2024,Day,L-2,M-02,OP-01,89,32,Blowhole,193.4,1405.3,4.53,0.87
B1956,28-06-2024,Day,L-3,M-03,OP-14,82,26,Blowhole,202,1389.4,4.29,0.87
B1957,15-03-2024,Day,L-2,M-02,OP-13,89,19,Cold Shut,190.3,1449.2,4.43,0.85
B1958,13-03-2024,Day,L-3,M-03,OP-13,120,38,Misrun,209.2,1402.3,4.44,0.83
B1959,18-06-2024,Night,L-2,M-02,OP-01,91,24,Misrun,212.3,1425.7,4.48,0.84
B1960,04-02-2024,Day,L-1,M-01,OP-12,81,17,Misrun,204.7,1426.9,4.38,0.85
B1961,11-06-2024,Night,L-3,M-03,OP-03,87,45,Cold Shut,227.2,1429.7,5.5,0.78
B1962,03-01-2024,Night,L-3,M-03,OP-09,118,43,Shrinkage,199.6,1431.7,4.2,0.82
B1963,02-01-2024,Day,L-1,M-01,OP-10,127,27,Misrun,240.9,1401.6,4.33,0.81
B1964,19-03-2024,Day,L-3,M-03,OP-04,92,29,Cold Shut,218.9,1413.8,3.52,0.86
B1965,14-06-2024,Night,L-1,M-01,OP-14,124,52,Shrinkage,220,1434.6,4.74,0.8
B1966,26-02-2024,Day,L-1,M-01,OP-10,105,23,Cold Shut,203.1,1408.9,3.77,0.81
B1967,16-02-2024,Day,L-1,M-01,OP-11,102,37,Blowhole,217.2,1369.3,4.52,0.85
B1968,14-06-2024,Night,L-3,M-03,OP-09,118,43,Blowhole,217.6,1412.5,4.42,0.87
B1969,05-03-2024,Day,L-2,M-02,OP-02,110,24,Shrinkage,210.4,1405.8,4.39,0.88
B1970,25-03-2024,Night,L-3,M-03,OP-06,114,42,Shrinkage,208.8,1427.7,4.11,0.84
B1971,26-01-2024,Day,L-3,M-03,OP-05,97,31,Blowhole,212.7,1405,4.3,0.86
B1972,04-05-2024,Night,L-1,M-01,OP-08,113,47,Cold Shut,196.1,1414.2,4.74,0.88
B1973,26-06-2024,Night,L-3,M-03,OP-10,100,37,Shrinkage,223.7,1381.7,3.95,0.82
B1974,21-03-2024,Night,L-3,M-03,OP-07,124,45,Shrinkage,208.3,1431.5,3.45,0.84
B1975,04-03-2024,Night,L-1,M-01,OP-13,94,25,Shrinkage,220,1416.6,3.97,0.86
B1976,11-03-2024,Night,L-3,M-03,OP-14,110,57,Cold Shut,210.1,1414.7,4.97,0.9
B1977,02-05-2024,Night,L-1,M-01,OP-08,117,31,Misrun,207.9,1391.3,4.42,0.89
B1978,04-05-2024,Night,L-2,M-02,OP-09,108,29,Blowhole,214.8,1416.5,3.59,0.89
B1979,12-03-2024,Day,L-1,M-01,OP-14,95,20,Shrinkage,215.7,1419.3,4.03,0.85
B1980,08-03-2024,Day,L-3,M-03,OP-12,120,38,Blowhole,204.6,1406.1,4.27,0.88
B1981,05-01-2024,Day,L-3,M-03,OP-14,88,28,Blowhole,217.1,1422.4,4.16,0.83
B1982,31-05-2024,Night,L-3,M-03,OP-04,87,45,Blowhole,204.2,1432.4,4.79,0.82
B1983,19-05-2024,Night,L-3,M-03,OP-15,106,39,Misrun,216.3,1431.4,3.43,0.89
B1984,03-04-2024,Day,L-3,M-03,OP-07,102,32,Shrinkage,228.7,1422,3.4,0.89
B1985,04-02-2024,Night,L-3,M-03,OP-08,81,29,Blowhole,215.7,1406.7,4.34,0.88
B1986,08-05-2024,Night,L-2,M-02,OP-01,99,26,Shrinkage,196.1,1426.3,3.88,0.88
B1987,11-05-2024,Day,L-3,M-03,OP-03,80,37,Misrun,203,1405.5,4.64,0.87
B1988,24-05-2024,Day,L-1,M-01,OP-10,123,27,Shrinkage,216.6,1405.5,4.18,0.83
B1989,01-04-2024,Night,L-3,M-03,OP-01,94,48,Shrinkage,224.7,1401.8,4.53,0.87
B1990,17-01-2024,Day,L-2,M-02,OP-05,83,18,Cold Shut,200.4,1397.1,2.68,0.81
B1991,20-06-2024,Day,L-1,M-01,OP-04,102,22,Cold Shut,215.5,1433.8,4.09,0.84
B1992,26-04-2024,Night,L-2,M-02,OP-15,112,30,Blowhole,209.5,1403.9,4.41,0.86
B1993,27-01-2024,Night,L-1,M-01,OP-12,115,31,Cold Shut,202.3,1394.3,4.27,0.85
B1994,28-05-2024,Night,L-3,M-03,OP-09,109,40,Shrinkage,205.8,1401.3,4.08,0.86
B1995,03-04-2024,Night,L-2,M-02,OP-10,101,42,Blowhole,211.6,1409.8,5.38,0.89
B1996,06-04-2024,Night,L-3,M-03,OP-15,83,43,Shrinkage,229.7,1396.1,5.14,0.86
B1997,31-03-2024,Night,L-3,M-03,OP-14,123,45,Cold Shut,209.5,1426.5,3.23,0.83
B1998,03-06-2024,Night,L-2,M-02,OP-01,95,25,Shrinkage,191.5,1415.5,3.4,0.82
B1999,28-02-2024,Day,L-2,M-02,OP-02,81,29,Cold Shut,199.1,1433,4.96,0.87
B2000,17-02-2024,Day,L-1,M-01,OP-03,99,21,Cold Shut,212.8,1404,3.57,0.86
B2001,18-06-2024,Day,L-3,M-03,OP-04,83,26,Misrun,191.8,1444.2,3.47,0.83
B2002,03-05-2024,Day,L-2,M-02,OP-11,96,21,Misrun,216.4,1401.3,4.12,0.81
B2003,31-05-2024,Day,L-2,M-02,OP-03,115,25,Misrun,212.3,1411.4,4.11,0.87
B2004,12-01-2024,Day,L-1,M-01,OP-03,93,20,Shrinkage,216.5,1398.6,3.27,0.88
B2005,26-05-2024,Day,L-1,M-01,OP-03,83,18,Blowhole,204.6,1420.4,3.5,0.87
B2006,16-02-2024,Night,L-1,M-01,OP-09,93,39,Misrun,227.3,1417.4,4.77,0.82
B2007,18-06-2024,Day,L-3,M-03,OP-14,116,37,Cold Shut,204.9,1412.7,4.27,0.84
B2008,24-04-2024,Day,L-1,M-01,OP-10,112,24,Misrun,218.1,1410.5,3.78,0.83
B2009,26-02-2024,Day,L-2,M-02,OP-14,109,23,Misrun,214.7,1402.8,4.06,0.77
B2010,29-05-2024,Day,L-3,M-03,OP-14,92,29,Shrinkage,218.8,1401.3,4.48,0.87
B2011,12-02-2024,Night,L-3,M-03,OP-12,111,57,Cold Shut,227.8,1414.8,5.06,0.84
B2012,28-02-2024,Day,L-2,M-02,OP-07,122,45,Misrun,199.1,1404.3,5.11,0.85
B2013,05-01-2024,Day,L-1,M-01,OP-04,82,18,Misrun,207.2,1417.4,4.19,0.89
B2014,15-02-2024,Day,L-1,M-01,OP-08,122,45,Blowhole,215.9,1411.3,4.81,0.88
B2015,24-01-2024,Day,L-3,M-03,OP-08,90,28,Shrinkage,202.7,1442.5,3.39,0.83
B2016,22-06-2024,Day,L-3,M-03,OP-11,109,34,Misrun,207.3,1415.3,3.32,0.88
B2017,04-04-2024,Night,L-3,M-03,OP-14,94,34,Blowhole,220.2,1422.8,4.31,0.77
B2018,28-02-2024,Night,L-3,M-03,OP-13,129,47,Misrun,205.5,1413.4,4.19,0.9
B2019,30-05-2024,Night,L-2,M-02,OP-13,98,26,Blowhole,202,1408.7,3.39,0.79
B2020,06-03-2024,Day,L-2,M-02,OP-08,84,31,Shrinkage,203.5,1437.1,5.49,0.85
B2021,02-06-2024,Night,L-1,M-01,OP-15,97,40,Misrun,189.8,1396.7,4.57,0.77
B2022,02-01-2024,Day,L-2,M-02,OP-12,117,43,Blowhole,225.8,1409,4.69,0.87
B2023,13-05-2024,Day,L-3,M-03,OP-01,107,34,Misrun,212.8,1394.4,4.09,0.84
B2024,25-06-2024,Day,L-3,M-03,OP-13,101,32,Cold Shut,211.8,1369.9,3.45,0.87
B2025,28-01-2024,Night,L-2,M-02,OP-03,102,27,Misrun,209.3,1412.8,3.38,0.87
B2026,07-03-2024,Night,L-3,M-03,OP-14,89,32,Misrun,206.8,1425.3,3.72,0.82
B2027,05-06-2024,Night,L-3,M-03,OP-05,92,34,Misrun,223.3,1400.9,3.99,0.81
B2028,21-05-2024,Night,L-1,M-01,OP-13,98,41,Misrun,218.2,1399.2,4.54,0.82
B2029,23-05-2024,Night,L-1,M-01,OP-09,84,22,Misrun,205.5,1412.1,3.59,0.85
B2030,27-05-2024,Night,L-2,M-02,OP-06,95,39,Misrun,203.3,1432,4.83,0.83
B2031,17-06-2024,Day,L-3,M-03,OP-02,94,30,Shrinkage,209.2,1407.8,3.19,0.86
B2032,26-01-2024,Day,L-2,M-02,OP-04,81,17,Misrun,213.1,1431,4.01,0.82
B2033,11-02-2024,Day,L-2,M-02,OP-07,97,35,Blowhole,206,1405.6,5.1,0.89
B2034,30-04-2024,Day,L-1,M-01,OP-15,121,26,Misrun,222.1,1397.9,4.24,0.88
B2035,08-03-2024,Day,L-1,M-01,OP-04,82,30,Cold Shut,215.7,1423.2,4.54,0.83
B2036,08-04-2024,Day,L-1,M-01,OP-15,109,23,Misrun,213.8,1395.7,4.39,0.85
B2037,01-06-2024,Night,L-3,M-03,OP-01,118,61,Shrinkage,220.1,1416.7,4.71,0.87
B2038,22-04-2024,Night,L-3,M-03,OP-01,84,43,Shrinkage,201.9,1423.6,4.8,0.86
B2039,19-02-2024,Night,L-3,M-03,OP-01,111,41,Shrinkage,211.5,1399.1,3.75,0.89
B2040,21-06-2024,Day,L-3,M-03,OP-01,84,26,Cold Shut,202.1,1429.4,4.4,0.85
B2041,10-02-2024,Day,L-1,M-01,OP-02,101,22,Cold Shut,216.3,1401.5,4.4,0.86
B2042,20-06-2024,Night,L-2,M-02,OP-07,103,43,Misrun,208.3,1445.4,5.6,0.83
B2043,12-05-2024,Day,L-3,M-03,OP-01,124,39,Blowhole,209,1417.7,4.28,0.83
B2044,23-05-2024,Night,L-1,M-01,OP-15,119,32,Cold Shut,195,1419.4,3.83,0.89
B2045,27-02-2024,Night,L-2,M-02,OP-10,129,34,Shrinkage,200.8,1419.3,3.79,0.82
B2046,27-05-2024,Night,L-2,M-02,OP-01,89,24,Cold Shut,208,1430.3,4.38,0.82
B2047,09-05-2024,Night,L-1,M-01,OP-02,105,44,Blowhole,210.2,1427,4.92,0.82
B2048,28-03-2024,Night,L-3,M-03,OP-02,104,38,Cold Shut,196.2,1394.3,4.12,0.81
B2049,26-06-2024,Night,L-3,M-03,OP-08,108,56,Misrun,177.2,1410.1,4.95,0.83
B2050,03-03-2024,Night,L-3,M-03,OP-13,102,37,Cold Shut,231.4,1412.6,3.89,0.89
B2051,30-05-2024,Night,L-2,M-02,OP-14,111,46,Blowhole,217.3,1410.4,6.13,0.83
B2052,07-03-2024,Day,L-2,M-02,OP-02,116,42,Misrun,212.2,1433.7,6.01,0.84
B2053,22-06-2024,Day,L-3,M-03,OP-12,109,51,Shrinkage,189.5,1385.8,4.54,0.87
B2054,31-03-2024,Night,L-2,M-02,OP-09,128,34,Blowhole,201.7,1433.1,3.36,0.83
B2055,04-03-2024,Night,L-3,M-03,OP-05,85,44,Blowhole,216.6,1411.1,5.31,0.82
B2056,20-01-2024,Night,L-2,M-02,OP-09,117,49,Shrinkage,217.6,1408.7,5.2,0.79
B2057,31-03-2024,Night,L-2,M-02,OP-04,85,22,Cold Shut,223.2,1426.8,4.31,0.85
B2058,07-05-2024,Day,L-1,M-01,OP-12,86,31,Shrinkage,216.3,1401.9,5.12,0.84
B2059,08-03-2024,Day,L-1,M-01,OP-04,121,26,Shrinkage,205.3,1388.9,4.3,0.84
B2060,07-06-2024,Day,L-1,M-01,OP-06,103,38,Shrinkage,192.9,1412,4.68,0.86
B2061,21-01-2024,Day,L-1,M-01,OP-11,105,23,Misrun,195.7,1408.6,2.07,0.85
B2062,18-05-2024,Day,L-3,M-03,OP-01,107,50,Misrun,190.9,1424.3,4.61,0.85
B2063,06-05-2024,Night,L-2,M-02,OP-15,91,38,Cold Shut,212.8,1428.8,5.42,0.84
B2064,10-05-2024,Day,L-2,M-02,OP-05,122,26,Misrun,211.9,1401.8,4.06,0.87
B2065,14-01-2024,Day,L-1,M-01,OP-09,105,23,Misrun,213.2,1450.3,2.76,0.84
B2066,08-05-2024,Day,L-2,M-02,OP-06,129,28,Misrun,200.3,1409.4,4.15,0.87
B2067,27-04-2024,Day,L-3,M-03,OP-02,118,37,Misrun,207.2,1421.2,3.73,0.86
B2068,04-01-2024,Day,L-2,M-02,OP-11,123,27,Shrinkage,229.3,1411.4,3.21,0.88
B2069,24-03-2024,Day,L-2,M-02,OP-06,97,21,Cold Shut,240.8,1407.2,4.3,0.89
B2070,01-03-2024,Night,L-1,M-01,OP-05,82,22,Misrun,222.2,1429.8,4.33,0.82
B2071,03-04-2024,Night,L-3,M-03,OP-03,108,39,Misrun,215.8,1411.4,3.98,0.87
B2072,17-04-2024,Day,L-2,M-02,OP-12,103,38,Cold Shut,201.5,1435.6,4.9,0.86
B2073,12-03-2024,Night,L-2,M-02,OP-08,80,21,Shrinkage,192.9,1422.4,4.28,0.85
B2074,27-05-2024,Day,L-3,M-03,OP-11,108,34,Shrinkage,220.4,1426.9,4.18,0.83
B2075,01-03-2024,Night,L-1,M-01,OP-09,87,23,Misrun,193.1,1414.9,3.46,0.82
B2076,07-02-2024,Day,L-2,M-02,OP-13,84,18,Shrinkage,236.9,1407.4,3.99,0.87
B2077,15-02-2024,Day,L-2,M-02,OP-07,105,23,Misrun,201,1408.3,4.47,0.87
B2078,04-05-2024,Night,L-1,M-01,OP-05,118,31,Cold Shut,204.8,1402.6,4.39,0.89
B2079,11-04-2024,Day,L-3,M-03,OP-02,86,27,Shrinkage,185.8,1415,4.08,0.85
B2080,06-03-2024,Day,L-1,M-01,OP-08,99,21,Blowhole,191.6,1399.9,3.9,0.81
B2081,07-03-2024,Night,L-2,M-02,OP-06,102,42,Cold Shut,215.9,1419.6,5.36,0.89
B2082,29-03-2024,Night,L-3,M-03,OP-01,127,46,Misrun,206.8,1402,4.28,0.87
B2083,22-06-2024,Night,L-1,M-01,OP-10,106,28,Shrinkage,231.5,1411.3,4.16,0.88
B2084,13-03-2024,Day,L-3,M-03,OP-06,100,32,Cold Shut,196.2,1430.4,4.15,0.85
B2085,24-04-2024,Night,L-3,M-03,OP-15,97,35,Blowhole,219.8,1433.4,4.2,0.81
B2086,28-04-2024,Night,L-2,M-02,OP-11,109,45,Shrinkage,222.4,1433.7,5.04,0.84
B2087,17-04-2024,Night,L-1,M-01,OP-11,123,33,Misrun,220.2,1426.8,3.32,0.84
B2088,11-02-2024,Day,L-1,M-01,OP-06,123,45,Shrinkage,202.7,1417.8,5.17,0.85
B2089,16-06-2024,Night,L-2,M-02,OP-05,112,30,Cold Shut,210.8,1412.4,3.42,0.82
B2090,10-03-2024,Night,L-3,M-03,OP-15,121,44,Misrun,215.2,1412.7,3.41,0.85
B2091,15-04-2024,Night,L-2,M-02,OP-03,99,26,Shrinkage,222.1,1430.5,3.45,0.88
B2092,01-03-2024,Day,L-1,M-01,OP-11,113,41,Cold Shut,202.7,1404.7,4.92,0.77
B2093,23-02-2024,Day,L-3,M-03,OP-03,128,40,Misrun,206.7,1396.9,4.36,0.85
B2094,17-01-2024,Day,L-1,M-01,OP-15,113,41,Misrun,213.9,1416.7,5.16,0.78
B2095,07-01-2024,Day,L-3,M-03,OP-13,95,30,Misrun,212.7,1395.6,3.42,0.81
B2096,27-01-2024,Day,L-3,M-03,OP-05,100,32,Shrinkage,200.7,1406.6,4.37,0.89
B2097,20-03-2024,Night,L-1,M-01,OP-04,99,26,Shrinkage,201.2,1411.6,3.73,0.78
B2098,23-04-2024,Night,L-3,M-03,OP-11,104,38,Shrinkage,201.4,1404.3,3.18,0.85
B2099,08-01-2024,Day,L-1,M-01,OP-01,119,44,Cold Shut,212.9,1407.8,5.23,0.87
B2100,29-04-2024,Night,L-2,M-02,OP-14,114,47,Cold Shut,206.9,1434.4,5.14,0.89
B2101,04-02-2024,Night,L-3,M-03,OP-12,95,35,Shrinkage,199.3,1430.4,4.03,0.88
B2102,10-06-2024,Night,L-3,M-03,OP-12,118,43,Misrun,217.9,1415.3,3.81,0.85
B2103,29-03-2024,Night,L-3,M-03,OP-08,127,66,Shrinkage,207.6,1414,4.61,0.87
B2104,19-03-2024,Night,L-1,M-01,OP-06,115,48,Misrun,217.9,1425.5,5.72,0.83
B2105,18-03-2024,Day,L-2,M-02,OP-01,94,20,Blowhole,214.9,1396.1,4.21,0.88
B2106,29-03-2024,Day,L-3,M-03,OP-05,88,28,Misrun,212.9,1396.4,4.5,0.91
B2107,25-06-2024,Day,L-3,M-03,OP-15,100,47,Misrun,215.3,1416.6,4.62,0.82
B2108,03-01-2024,Night,L-2,M-02,OP-13,114,30,Misrun,212.6,1422.8,4.42,0.85
B2109,02-01-2024,Day,L-2,M-02,OP-09,118,43,Cold Shut,208.3,1389.6,4.55,0.83
B2110,23-05-2024,Night,L-1,M-01,OP-07,106,28,Misrun,229.6,1420.4,3.52,0.8
B2111,14-06-2024,Day,L-1,M-01,OP-07,106,23,Misrun,214.3,1386.4,3.74,0.87
B2112,21-01-2024,Night,L-1,M-01,OP-07,108,45,Shrinkage,213,1416.4,4.56,0.91
B2113,13-03-2024,Night,L-3,M-03,OP-11,87,32,Cold Shut,219.4,1385.2,4.29,0.84
B2114,18-01-2024,Day,L-2,M-02,OP-03,96,21,Shrinkage,212.7,1403.8,3.94,0.86
B2115,12-06-2024,Day,L-2,M-02,OP-08,118,25,Misrun,209.8,1439.1,4.22,0.86
B2116,18-02-2024,Night,L-2,M-02,OP-06,114,47,Blowhole,212.9,1388.6,4.85,0.83
B2117,16-05-2024,Day,L-1,M-01,OP-01,95,20,Shrinkage,225.9,1428.3,3.66,0.87
B2118,09-03-2024,Night,L-1,M-01,OP-03,122,32,Misrun,211.9,1389.9,4.16,0.83
B2119,29-02-2024,Day,L-3,M-03,OP-02,99,31,Shrinkage,210.8,1417,3.5,0.82
B2120,25-02-2024,Night,L-1,M-01,OP-06,125,33,Misrun,199,1427.8,3.51,0.87
B2121,05-04-2024,Night,L-2,M-02,OP-08,116,48,Blowhole,202.6,1415.6,4.54,0.85
B2122,07-02-2024,Day,L-2,M-02,OP-01,123,27,Cold Shut,196.1,1404.4,2.93,0.9
B2123,19-05-2024,Day,L-2,M-02,OP-08,117,43,Shrinkage,209.8,1420.3,4.69,0.87
B2124,07-04-2024,Night,L-1,M-01,OP-14,97,26,Blowhole,201.1,1429.6,3.92,0.87
B2125,08-04-2024,Day,L-1,M-01,OP-13,90,19,Misrun,214,1416.2,4.37,0.86
B2126,20-02-2024,Day,L-1,M-01,OP-08,116,42,Blowhole,218.4,1448.2,4.71,0.88
B2127,01-05-2024,Day,L-3,M-03,OP-07,82,38,Cold Shut,216.5,1410,5.84,0.85
B2128,10-06-2024,Day,L-2,M-02,OP-12,127,27,Blowhole,207.2,1419.7,3.98,0.85
B2129,05-03-2024,Day,L-3,M-03,OP-08,86,27,Cold Shut,207.4,1408.5,3.23,0.85
B2130,14-01-2024,Night,L-1,M-01,OP-14,121,32,Shrinkage,209.5,1424.2,3.74,0.83
B2131,11-06-2024,Day,L-1,M-01,OP-07,90,19,Cold Shut,214.9,1411,4.26,0.8
B2132,11-03-2024,Day,L-1,M-01,OP-10,92,34,Blowhole,213.9,1427.7,4.51,0.86
B2133,03-01-2024,Day,L-2,M-02,OP-01,110,24,Misrun,202.1,1429.9,4.46,0.87
B2134,05-04-2024,Day,L-3,M-03,OP-13,90,42,Blowhole,215.7,1435.8,4.72,0.85
B2135,07-05-2024,Day,L-1,M-01,OP-02,118,43,Cold Shut,219.1,1408.9,4.92,0.85
B2136,16-01-2024,Day,L-3,M-03,OP-06,103,32,Shrinkage,202.8,1404.8,3.43,0.85
B2137,02-02-2024,Day,L-3,M-03,OP-08,81,25,Shrinkage,209.6,1421.3,3.34,0.8
B2138,22-04-2024,Night,L-2,M-02,OP-12,104,43,Shrinkage,218,1433.2,4.94,0.82
B2139,01-04-2024,Night,L-1,M-01,OP-12,90,24,Shrinkage,209.1,1383.9,4.39,0.85
B2140,04-05-2024,Day,L-2,M-02,OP-12,97,35,Misrun,226.9,1409.6,4.64,0.89
B2141,18-05-2024,Night,L-3,M-03,OP-12,81,29,Misrun,223.7,1418.8,3.4,0.82
